   4.2830000e+03   2.4235000e+02   2.2000000e+00   9.1390000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.1000000e+01
   4.2840000e+03   2.3427000e+02   2.3700000e+00   9.0610000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.2000000e+01
   4.2850000e+03   2.2182000e+02   2.4600000e+00   9.0060000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.3000000e+01
   4.2860000e+03   2.2148000e+02   2.5100000e+00   9.0130000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.4000000e+01
   4.2870000e+03   2.1539000e+02   2.6400000e+00   9.0230000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.5000000e+01
   4.2880000e+03   2.1067000e+02   2.5300000e+00   9.0280000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.6000000e+01
   4.2890000e+03   2.1004000e+02   2.3900000e+00   9.0610000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.7000000e+01
   4.2900000e+03   2.1183000e+02   2.2800000e+00   9.0830000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.8000000e+01
   4.2910000e+03   2.1075000e+02   1.9200000e+00   8.9880000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   1.9000000e+01
   4.2920000e+03   2.0496000e+02   1.7600000e+00   8.9150000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   2.0000000e+01
   4.2930000e+03   1.8984000e+02   1.7100000e+00   8.7000000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   2.1000000e+01
   4.2940000e+03   1.8504000e+02   1.7500000e+00   8.6540000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   2.2000000e+01
   4.2950000e+03   1.7470000e+02   1.7600000e+00   8.5110000e+01   1.9890000e+03   1.2000000e+01   2.8000000e+01   2.3000000e+01
   4.2960000e+03   1.6671000e+02   1.8100000e+00   8.4360000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   0.0000000e+00
   4.2970000e+03   1.6514000e+02   1.6200000e+00   8.3540000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   1.0000000e+00
   4.2980000e+03   1.6591000e+02   1.4100000e+00   8.2960000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   2.0000000e+00
   4.2990000e+03   1.6785000e+02   1.4000000e+00   8.2790000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   3.0000000e+00
   4.3000000e+03   1.7198000e+02   1.4400000e+00   8.2620000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   4.0000000e+00
   4.3010000e+03   1.8726000e+02   1.5700000e+00   8.4520000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   5.0000000e+00
   4.3020000e+03   2.0107000e+02   1.7600000e+00   8.5370000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   6.0000000e+00
   4.3030000e+03   2.1704000e+02   2.0900000e+00   8.7630000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   7.0000000e+00
   4.3040000e+03   2.3358000e+02   2.3000000e+00   9.0320000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   8.0000000e+00
   4.3050000e+03   2.3863000e+02   2.4000000e+00   9.0920000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   9.0000000e+00
   4.3060000e+03   2.3651000e+02   2.1500000e+00   9.0760000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   1.0000000e+01
   4.3070000e+03   2.3907000e+02   2.1400000e+00   9.0730000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   1.1000000e+01
   4.3080000e+03   2.3376000e+02   2.6700000e+00   9.0880000e+01   1.9890000e+03   1.2000000e+01   2.9000000e+01   1.2000000e+01
